Fund Holdings as of,11-Feb-22,,,,,,,,
596,ANHUI GUJING DISTILLERY LTD A,XSHE,0.12,238.3,"2,000","476,600","476,600",Consumer Staples,6048015
300144,SONGCHENG PERFORMANCE DEVELOPMENT,XSHE,0.12,17.11,"27,611","472,424","472,424",Consumer Discretionary,B3Y6VL2
2938,AVARY HOLDING (SHENZHEN) LTD A,XSHE,0.12,34.24,"13,790","472,170","472,170",Information Technology,BFXR916
601108,CAITONG SECURITIES LTD A,XSHG,0.12,9.95,"47,100","468,645","468,645",Financials,BDD88Z2
600918,ZHONGTAI SECURITIES LTD A,XSHG,0.12,8.88,"52,400","465,312","465,312",Financials,BMV6SK6
300529,JAFRON BIOMEDICAL CO LTD A,XSHE,0.12,46.45,"9,900","459,855","459,855",Health Care,BYV5TY8
2916,SHENNAN CIRCUITS LTD A,XSHE,0.12,115.05,"3,900","448,695","448,695",Information Technology,BF2W0K8
600489,ZHONGJIN GOLD CORP LTD A,XSHG,0.11,8.07,"55,000","443,850","443,850",Materials,6676825
603392,BEIJING WANTAI BIOLOGICAL PHARMACY,XSHG,0.11,212.05,"2,040","432,582","432,582",Health Care,BMC2041
600362,JIANGXI COPPER LTD A,XSHG,0.11,22.33,"19,300","430,969","430,969",Materials,6434551
66,CHINA GREATWALL TECHNOLOGY GROUP L,XSHE,0.11,13.07,"32,900","430,003","430,003",Information Technology,6112095
703,HENGYI PETROCHEMICAL LTD A,XSHE,0.11,10.36,"41,350","428,386","428,386",Materials,6005515
600183,SHENGYI TECHNOLOGY LTD A,XSHG,0.11,19.69,"21,600","425,304","425,304",Information Technology,6128779
601728,CHINA TELECOM CORP LTD A,XSHG,0.11,4.31,"97,600","420,656","420,656",Communication,BMY9QQ4
2120,YUNDA HOLDING LTD A,XSHE,0.11,19.4,"21,656","420,126","420,126",Industrials,B1R0FF9
CNY,CNY CASH,-,0.11,100,"416,543","416,543","416,543",Cash and/or Derivatives,-
300676,BGI GENOMICS LTD A,XSHE,0.11,86.49,"4,800","415,152","415,152",Health Care,BDZVZJ2
601990,NANJING SECURITIES LTD A,XSHG,0.11,9.18,"44,900","412,182","412,182",Financials,BFXXPY9
601865,FLAT GLASS GROUP LTD A,XSHG,0.1,41.45,"9,700","402,065","402,065",Information Technology,BHZG5M8
603882,GUANGZHOU KINGMED DIAGNOSTICS GROU,XSHG,0.1,78.76,"5,100","401,676","401,676",Health Care,BYWQ3L5
600332,GUANGZHOU BAIYUNSHAN PHARMACEUTICA,XSHG,0.1,29.58,"13,500","399,330","399,330",Health Care,6317179
603160,SHENZHEN GOODIX TECHNOLOGY A,XSHG,0.1,89.43,"4,400","393,492","393,492",Information Technology,BD3H4Q2
601607,SHANGHAI PHARMACEUTICALS HOLDING L,XSHG,0.1,19.27,"20,300","391,181","391,181",Health Care,6783941
300595,AUTEK CHINA INC A,XSHE,0.1,39.02,"9,700","378,494","378,494",Health Care,BYYPSD7
601021,SPRING AIRLINES LTD A,XSHG,0.1,59,"6,400","377,600","377,600",Industrials,BTG8044
688561,QI AN XIN TECHNOLOGY GROUP INC A,XSHG,0.1,69.2,"5,440","376,448","376,448",Information Technology,BMVQMT3
600061,SDIC CAPITAL LTD A,XSHG,0.1,7.81,"48,096","375,630","375,630",Financials,6813116
2414,WUHAN GUIDE INFRARED LTD A,XSHE,0.1,21.35,"17,420","371,917","371,917",Information Technology,B40JZ10
600872,JONJEE HI-TECH INDUSTRIAL AND COMM,XSHG,0.09,35.15,"10,500","369,075","369,075",Consumer Staples,6999889
603899,SHANGHAI M&G STATIONERY INC A,XSHG,0.09,53.3,"6,800","362,440","362,440",Industrials,BV86W66
600018,SHANGHAI INTERNATIONAL PORT (GROUP,XSHG,0.09,6.1,"59,300","361,730","361,730",Industrials,B1G9126
601878,ZHESHANG SECURITIES LTD A,XSHG,0.09,12.29,"29,300","360,097","360,097",Financials,BYQK9G0
600143,KINGFA SCI&TECH LTD A,XSHG,0.09,10.76,"33,400","359,384","359,384",Materials,B01KBB6
603517,JUEWEI FOOD LTD A,XSHG,0.09,53.32,"6,700","357,244","357,244",Consumer Staples,BDZ71S1
601966,SHANDONG LINGLONG TYRE CO LTD A,XSHG,0.09,28.31,"12,600","356,706","356,706",Consumer Discretionary,BYQ83C8
603260,HOSHINE SILICON INDUSTRY LTD A,XSHG,0.09,108,"3,300","356,400","356,400",Materials,BYVLSN8
600079,HUMANWELL HEALTHCARE (GROUP) LTD A,XSHG,0.09,19.01,"18,600","353,586","353,586",Health Care,6000190
600161,BEIJING TIANTAN BIOLOGICAL PRODUCT,XSHG,0.09,27.82,"12,600","350,532","350,532",Health Care,6116666
2044,MEINIAN ONEHEALTH HEALTHCARE HOLDI,XSHE,0.09,7.3,"47,704","348,239","348,239",Health Care,B0766H9
300866,ANKER INNOVATIONS TECHNOLOGY LTD A,XSHE,0.09,95.82,"3,600","344,952","344,952",Information Technology,BLB3DC7
300677,INTCO MEDICAL TECHNOLOGY LTD A,XSHE,0.09,51.16,"6,550","335,098","335,098",Health Care,BZ2ZTL1
603939,YIFENG PHARMACY CHAIN LTD A,XSHG,0.08,50.6,"6,500","328,900","328,900",Consumer Staples,BVV6QQ1
600845,SHANGHAI BAOSIGHT SOFTWARE LTD A,XSHG,0.08,52.43,"6,220","326,115","326,115",Information Technology,6802824
688169,BEIJING ROBOROCK TECHNOLOGY LTD A,XSHG,0.08,810,400,"324,000","324,000",Consumer Discretionary,BKP38M1
2568,SHANGHAI BAIRUN INVESTMENT HOLDING,XSHE,0.08,43.7,"7,400","323,380","323,380",Consumer Staples,B67W776
2600,LINGYI ITECH (GUANGDONG) A,XSHE,0.08,6.08,"53,000","322,240","322,240",Information Technology,B6SGJ82
2791,GUANGDONG KINLONG HARDWARE PRODUCT,XSHE,0.08,151.38,"2,100","317,898","317,898",Industrials,BDCN535
601696,BOC INTERNATIONAL (CHINA) LTD A,XSHG,0.08,12.09,"26,100","315,549","315,549",Financials,BJQTSC1
601216,INNER MONGOLIA JUNZHENG ENERGY & C,XSHG,0.08,5.06,"60,800","307,648","307,648",Materials,B4THGF6
600606,GREENLAND HOLDINGS GROUP CORPORATI,XSHG,0.08,4.61,"66,450","306,335","306,335",Real Estate,6802943
601162,TIANFENG SECURITIES LTD A,XSHG,0.08,3.88,"78,410","304,231","304,231",Financials,BFFKFX7
600655,SHANGHAI YUYUAN TOURIST MART LTD A,XSHG,0.08,10.24,"29,500","302,080","302,080",Consumer Discretionary,6802891
2624,PERFECT WORLD LTD A,XSHE,0.08,13.76,"21,900","301,344","301,344",Communication,B72TPR5
688126,NATIONAL SILICON INDUSTRY GROUP LT,XSHG,0.08,22.19,"13,572","301,163","301,163",Information Technology,BM61F61
603338,ZHEJIANG DINGLI MACHINERY LTD A,XSHG,0.07,65.1,"4,400","286,440","286,440",Industrials,BW9RTW0
601998,CHINA CITIC BANK CORP LTD A,XSHG,0.07,4.86,"57,500","279,450","279,450",Financials,B1VXHG9
601995,CHINA INTERNATIONAL CAPITAL CORP L,XSHG,0.07,45.06,"6,100","274,866","274,866",Financials,BNGDR91
300558,BETTA PHARMACEUTICALS LTD A,XSHE,0.07,58.78,"4,600","270,388","270,388",Health Care,BYPCYC8
2024,SUNING.COM LTD A,XSHE,0.07,3.84,"68,620","263,501","263,501",Consumer Discretionary,B01Y312
2064,HUAFON CHEMICAL LTD A,XSHE,0.07,10,"26,100","261,000","261,000",Materials,B19HV27
600848,SHANGHAI LINGANG HOLDINGS LTD A,XSHG,0.07,14.72,"17,580","258,778","258,778",Real Estate,6798729
600025,HUANENG LANCANG RIVER HYDROPOWER I,XSHG,0.07,6.34,"40,400","256,136","256,136",Utilities,BF8QD38
601933,YONGHUI SUPERSTORES LTD A,XSHG,0.07,3.85,"66,100","254,485","254,485",Consumer Staples,B3V4ND5
603658,AUTOBIO DIAGNOSTICS LTD A,XSHG,0.06,49.7,"5,010","248,997","248,997",Health Care,BYNC4Q4
601319,THE PEOPLES INSURANCE COMPANY (GRO,XSHG,0.06,4.87,"51,000","248,370","248,370",Financials,BGYDCN3
601881,CHINA GALAXY SECURITIES LTD A,XSHG,0.06,11,"22,500","247,500","247,500",Financials,BYVJP97
688396,CHINA RESOURCES MICROELECTRONICS L,XSHG,0.06,56.46,"4,236","239,165","239,165",Information Technology,BJQTSD2
601898,CHINA COAL ENERGY LTD A,XSHG,0.06,6.86,"34,700","238,042","238,042",Energy,B2NWDF2
603087,GAN & LEE PHARMACEUTICAL A,XSHG,0.06,58.43,"3,800","222,034","222,034",Health Care,BKPNJS4
688009,CHINA RAILWAY SIGNAL & COMMUNICATI,XSHG,0.06,4.99,"44,430","221,706","221,706",Information Technology,BKDZSF2
603233,DASHENLIN PHARMACEUTICAL GROUP LTD,XSHG,0.06,36.44,"6,000","218,640","218,640",Consumer Staples,BYVZ6K3
2607,OFFCN EDUCATION TECHNOLOGY LTD A,XSHE,0.05,6.53,"32,700","213,531","213,531",Consumer Discretionary,B3YR784
603195,GONGNIU GROUP LTD A,XSHG,0.05,149.98,"1,400","209,972","209,972",Industrials,BKWHQ66
2157,JIANGXI ZHENGBANG TECHNOLOGY LTD A,XSHE,0.05,7.5,"26,400","198,000","198,000",Consumer Staples,B23N9L3
601236,HONGTA SECURITIES LTD A,XSHG,0.05,10.88,"17,110","186,157","186,157",Financials,BK4VBR2
688363,BLOOMAGE BIOTECHNOLOGY CORP LTD A,XSHG,0.05,111.38,"1,584","176,426","176,426",Health Care,BKT86W8
601808,CHINA OILFIELD SERVICES LTD A,XSHG,0.04,15.94,"10,900","173,746","173,746",Energy,B24G115
601231,UNIVERSAL SCIENTIFIC INDUSTRIAL (S,XSHG,0.04,14.36,"12,100","173,756","173,756",Information Technology,B42PTL4
2032,ZHEJIANG SUPOR LTD A,XSHE,0.04,52.18,"3,300","172,194","172,194",Consumer Discretionary,B02JCS6
800,FAW JIEFANG GROUP LTD A,XSHE,0.04,9.72,"15,600","151,632","151,632",Consumer Discretionary,6003531
601698,CHINA SATELLITE COMMUNICATIONS CO,XSHG,0.04,13.34,"10,500","140,070","140,070",Communication,BK942H3
605499,EASTROC BEVERAGE (GROUP) LTD A,XSHG,0.04,153.94,900,"138,546","138,546",Consumer Staples,BL6MFQ7
300888,WINNER MEDICAL LTD A,XSHE,0.03,72.89,"1,400","102,046","102,046",Health Care,BLBF2T3
USD,USD CASH,-,0.01,635.97,"7,061","44,907","44,907",Cash and/or Derivatives,-
600029,CHINA SOUTHERN AIRLINES LTD A,XSHG,0.01,7.62,"3,000","22,860","22,860",Industrials,BP3R6G0
HKD,HKD CASH,-,0,81.55,322,263,263,Cash and/or Derivatives,-
CNH,CNH CASH,-,-0.04,100.03,"-161,025","-161,071","-161,071",Cash and/or Derivatives,-
 ,,,,,,,,,
"IMPORTANT: Investments involve risks, including loss of principal. Investors should refer to the Fund prospectus for further details, including the product features and risk factors. Past performance is no guide for future returns. Total allocation percentages shown in the Holdings table may not equal 100% due to rounding. This document is for informational purposes only and does not constitute an offer or invitation to anyone to invest in any fund of BlackRock Group and has not been prepared in connection with any such offer.",,,,,,,,,
